entry
"""Jon Shemz @ dhnG80pfY1"" calls 3.00"
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" raises to 3.00"
"""Coia @ JDqtu4x_0y"" posts a big blind of 1.00"
"""Jon Shemz @ dhnG80pfY1"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (473.76) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (143.00) | #4 ""Jon Shemz @ dhnG80pfY1"" (296.50) | #10 ""Coia @ JDqtu4x_0y"" (459.69)"
"-- starting hand #211  (No Limit Texas Hold'em) (dealer: ""Rusk 👻 @ LbvFYj-_6E"") --"
-- ending hand #210 --
"""Jon Shemz @ dhnG80pfY1"" collected 1.00 from pot"
"Uncalled bet of 0.50 returned to ""Jon Shemz @ dhnG80pfY1"""
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" folds"
"""Jon Shemz @ dhnG80pfY1"" posts a big blind of 1.00"
"""Rusk 👻 @ LbvFYj-_6E"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (473.76) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (143.50) | #4 ""Jon Shemz @ dhnG80pfY1"" (296.00) | #10 ""Coia @ JDqtu4x_0y"" (459.69)"
"-- starting hand #210  (No Limit Texas Hold'em) (dealer: ""Frink @ k9Gbwr77s4"") --"
-- ending hand #209 --
"""Rusk 👻 @ LbvFYj-_6E"" collected 25.50 from pot"
"Uncalled bet of 12.75 returned to ""Rusk 👻 @ LbvFYj-_6E"""
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" bets 12.75"
"Flop:  [5♠, A♥, J♣]"
"""Jon Shemz @ dhnG80pfY1"" calls 12.50"
"""Rusk 👻 @ LbvFYj-_6E"" raises to 12.50"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" folds"
"""Jon Shemz @ dhnG80pfY1"" raises to 4.00"
"""Rusk 👻 @ LbvFYj-_6E"" posts a big blind of 1.00"
"""Frink @ k9Gbwr77s4"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (474.26) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (130.50) | #4 ""Jon Shemz @ dhnG80pfY1"" (308.50) | #10 ""Coia @ JDqtu4x_0y"" (459.69)"
"-- starting hand #209  (No Limit Texas Hold'em) (dealer: ""Coia @ JDqtu4x_0y"") --"
"""Frink @ k9Gbwr77s4"" shows a 6♠, 9♠."
-- ending hand #208 --
"""Jon Shemz @ dhnG80pfY1"" collected 12.00 from pot"
"Uncalled bet of 15.00 returned to ""Jon Shemz @ dhnG80pfY1"""
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" folds"
"""Jon Shemz @ dhnG80pfY1"" bets 15.00"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"""Frink @ k9Gbwr77s4"" checks"
"""Coia @ JDqtu4x_0y"" checks"
"Turn: 2♥, 8♦, 3♥ [7♠]"
"""Jon Shemz @ dhnG80pfY1"" checks"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"""Frink @ k9Gbwr77s4"" checks"
"""Coia @ JDqtu4x_0y"" checks"
"Flop:  [2♥, 8♦, 3♥]"
"""Frink @ k9Gbwr77s4"" calls 3.00"
"""Coia @ JDqtu4x_0y"" calls 3.00"
"""Jon Shemz @ dhnG80pfY1"" calls 3.00"
"""Rusk 👻 @ LbvFYj-_6E"" raises to 3.00"
"""Frink @ k9Gbwr77s4"" posts a big blind of 1.00"
"""Coia @ JDqtu4x_0y"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (477.26) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (133.50) | #4 ""Jon Shemz @ dhnG80pfY1"" (299.50) | #10 ""Coia @ JDqtu4x_0y"" (462.69)"
"-- starting hand #208  (No Limit Texas Hold'em) (dealer: ""Jon Shemz @ dhnG80pfY1"") --"
-- ending hand #207 --
"""Frink @ k9Gbwr77s4"" collected 13.00 from pot"
"Uncalled bet of 6.50 returned to ""Frink @ k9Gbwr77s4"""
"""Coia @ JDqtu4x_0y"" folds"
"""Frink @ k9Gbwr77s4"" bets 6.50"
"""Coia @ JDqtu4x_0y"" checks"
"River: 9♠, 9♣, A♠, 5♦ [4♥]"
"""Frink @ k9Gbwr77s4"" checks"
"""Coia @ JDqtu4x_0y"" checks"
"Turn: 9♠, 9♣, A♠ [5♦]"
"""Coia @ JDqtu4x_0y"" calls 3.25"
"""Frink @ k9Gbwr77s4"" bets 3.25"
"""Coia @ JDqtu4x_0y"" checks"
"Flop:  [9♠, 9♣, A♠]"
"""Coia @ JDqtu4x_0y"" calls 3.00"
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" raises to 3.00"
"""Coia @ JDqtu4x_0y"" posts a big blind of 1.00"
"""Jon Shemz @ dhnG80pfY1"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (470.51) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (133.50) | #4 ""Jon Shemz @ dhnG80pfY1"" (300.00) | #10 ""Coia @ JDqtu4x_0y"" (468.94)"
"-- starting hand #207  (No Limit Texas Hold'em) (dealer: ""Rusk 👻 @ LbvFYj-_6E"") --"
"The admin updated the player ""Jon Shemz @ dhnG80pfY1"" stack from 81.18 to 300.00."
-- ending hand #206 --
"""Rusk 👻 @ LbvFYj-_6E"" collected 6.00 from pot"
"Uncalled bet of 2.00 returned to ""Rusk 👻 @ LbvFYj-_6E"""
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" bets 2.00"
"Flop:  [J♠, Q♣, J♣]"
"""Jon Shemz @ dhnG80pfY1"" calls 3.00"
"""Rusk 👻 @ LbvFYj-_6E"" raises to 3.00"
"""Frink @ k9Gbwr77s4"" folds"
"WARNING: the admin queued the stack change for the player ""Jon Shemz @ dhnG80pfY1"" reseting to 300.00 chips in the next hand."
"""Coia @ JDqtu4x_0y"" folds"
"""Jon Shemz @ dhnG80pfY1"" posts a big blind of 1.00"
"""Rusk 👻 @ LbvFYj-_6E"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (470.51) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (130.50) | #4 ""Jon Shemz @ dhnG80pfY1"" (84.18) | #10 ""Coia @ JDqtu4x_0y"" (468.94)"
"-- starting hand #206  (No Limit Texas Hold'em) (dealer: ""Frink @ k9Gbwr77s4"") --"
"""Rusk 👻 @ LbvFYj-_6E"" shows a 2♥, 3♥."
"""Frink @ k9Gbwr77s4"" shows a K♥, 3♣."
-- ending hand #205 --
"""Coia @ JDqtu4x_0y"" collected 468.94 from pot with Full House, A's over 9's (combination: A♦, A♠, A♥, 9♥, 9♦)"
"River: 8♦, 9♥, 2♦, 9♦ [A♥]"
"Turn: 8♦, 9♥, 2♦ [9♦]"
"Flop:  [8♦, 9♥, 2♦]"
"""Coia @ JDqtu4x_0y"" shows a A♦, A♠."
"""Jon Shemz @ dhnG80pfY1"" shows a A♣, K♠."
Some players choose to not run it twice.
"""Coia @ JDqtu4x_0y"" chooses to not run it twice."
Remaining players decide whether to run it twice.
"""Coia @ JDqtu4x_0y"" calls 228.66 and go all in"
"""Jon Shemz @ dhnG80pfY1"" raises to 228.66"
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Coia @ JDqtu4x_0y"" raises to 146.62"
"""Jon Shemz @ dhnG80pfY1"" raises to 45.00"
"""Rusk 👻 @ LbvFYj-_6E"" calls 11.12"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" raises to 11.12"
"""Jon Shemz @ dhnG80pfY1"" raises to 4.00"
"""Rusk 👻 @ LbvFYj-_6E"" posts a big blind of 1.00"
"""Frink @ k9Gbwr77s4"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (471.01) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (141.62) | #4 ""Jon Shemz @ dhnG80pfY1"" (312.84) | #10 ""Coia @ JDqtu4x_0y"" (228.66)"
"-- starting hand #205  (No Limit Texas Hold'em) (dealer: ""Coia @ JDqtu4x_0y"") --"
"""Coia @ JDqtu4x_0y"" shows a 6♥, 8♦."
"""Jon Shemz @ dhnG80pfY1"" shows a 2♥, 5♦."
-- ending hand #204 --
"""Frink @ k9Gbwr77s4"" collected 16.00 from pot with Straight, 10 High (combination: 10♠, 9♦, 8♣, 7♠, 6♠)"
"""Frink @ k9Gbwr77s4"" shows a K♥, 9♦."
"""Coia @ JDqtu4x_0y"" calls 4.00"
"""Frink @ k9Gbwr77s4"" raises to 4.00"
"""Coia @ JDqtu4x_0y"" bets 1.00"
"River: 6♠, 10♠, 7♠, 4♥ [8♣]"
"""Frink @ k9Gbwr77s4"" calls 1.00"
"""Coia @ JDqtu4x_0y"" bets 1.00"
"Turn: 6♠, 10♠, 7♠ [4♥]"
"""Frink @ k9Gbwr77s4"" checks"
"""Coia @ JDqtu4x_0y"" checks"
"Flop:  [6♠, 10♠, 7♠]"
"""Coia @ JDqtu4x_0y"" calls 3.00"
"""Frink @ k9Gbwr77s4"" raises to 3.00"
"""Coia @ JDqtu4x_0y"" calls 1.00"
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" posts a big blind of 1.00"
"""Coia @ JDqtu4x_0y"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (463.01) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (141.62) | #4 ""Jon Shemz @ dhnG80pfY1"" (312.84) | #10 ""Coia @ JDqtu4x_0y"" (236.66)"
"-- starting hand #204  (No Limit Texas Hold'em) (dealer: ""Jon Shemz @ dhnG80pfY1"") --"
"""Coia @ JDqtu4x_0y"" shows a 6♠, 9♥."
-- ending hand #203 --
"""Frink @ k9Gbwr77s4"" shows a 5♦, 9♦."
"""Rusk 👻 @ LbvFYj-_6E"" collected 23.74 from pot with Pair, 10's (combination: 10♠, 10♣, Q♣, 8♠, 7♦)"
"""Rusk 👻 @ LbvFYj-_6E"" shows a 10♠, Q♣."
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"""Frink @ k9Gbwr77s4"" checks"
"River: 10♣, 3♠, 5♠, 8♠ [7♦]"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"""Frink @ k9Gbwr77s4"" checks"
"Turn: 10♣, 3♠, 5♠ [8♠]"
"""Frink @ k9Gbwr77s4"" calls 7.12"
"""Coia @ JDqtu4x_0y"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" bets 7.12"
"""Frink @ k9Gbwr77s4"" checks"
"""Coia @ JDqtu4x_0y"" checks"
"Flop:  [10♣, 3♠, 5♠]"
"""Coia @ JDqtu4x_0y"" calls 3.00"
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" calls 3.00"
"""Frink @ k9Gbwr77s4"" raises to 3.00"
"""Coia @ JDqtu4x_0y"" posts a big blind of 1.00"
"""Jon Shemz @ dhnG80pfY1"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (473.13) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (128.00) | #4 ""Jon Shemz @ dhnG80pfY1"" (313.34) | #10 ""Coia @ JDqtu4x_0y"" (239.66)"
"-- starting hand #203  (No Limit Texas Hold'em) (dealer: ""Rusk 👻 @ LbvFYj-_6E"") --"
-- ending hand #202 --
"""Rusk 👻 @ LbvFYj-_6E"" collected 12.00 from pot"
"Uncalled bet of 6.00 returned to ""Rusk 👻 @ LbvFYj-_6E"""
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" bets 6.00"
"River: 7♦, 2♥, 8♠, A♠ [A♦]"
"""Jon Shemz @ dhnG80pfY1"" checks"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"Turn: 7♦, 2♥, 8♠ [A♠]"
"""Jon Shemz @ dhnG80pfY1"" calls 3.00"
"""Rusk 👻 @ LbvFYj-_6E"" bets 3.00"
"Flop:  [7♦, 2♥, 8♠]"
"""Jon Shemz @ dhnG80pfY1"" calls 3.00"
"""Rusk 👻 @ LbvFYj-_6E"" raises to 3.00"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" folds"
"""Jon Shemz @ dhnG80pfY1"" posts a big blind of 1.00"
"""Rusk 👻 @ LbvFYj-_6E"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (473.13) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (122.00) | #4 ""Jon Shemz @ dhnG80pfY1"" (319.34) | #10 ""Coia @ JDqtu4x_0y"" (239.66)"
"-- starting hand #202  (No Limit Texas Hold'em) (dealer: ""Frink @ k9Gbwr77s4"") --"
-- ending hand #201 --
"""Coia @ JDqtu4x_0y"" collected 42.00 from pot with Straight, 8 High (combination: 8♥, 7♥, 6♦, 5♠, 4♦)"
"""Coia @ JDqtu4x_0y"" shows a 6♦, 4♦."
"""Rusk 👻 @ LbvFYj-_6E"" calls 10.50"
"""Coia @ JDqtu4x_0y"" bets 10.50"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"River: 5♠, 8♥, 10♣, 3♥ [7♥]"
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" calls 5.25"
"""Rusk 👻 @ LbvFYj-_6E"" bets 5.25"
"""Frink @ k9Gbwr77s4"" checks"
"Turn: 5♠, 8♥, 10♣ [3♥]"
"""Coia @ JDqtu4x_0y"" checks"
"""Rusk 👻 @ LbvFYj-_6E"" checks"
"""Frink @ k9Gbwr77s4"" checks"
"Flop:  [5♠, 8♥, 10♣]"
"""Rusk 👻 @ LbvFYj-_6E"" calls 3.50"
"""Frink @ k9Gbwr77s4"" calls 3.50"
"""Coia @ JDqtu4x_0y"" raises to 3.50"
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" posts a big blind of 1.00"
"""Frink @ k9Gbwr77s4"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (476.63) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (141.25) | #4 ""Jon Shemz @ dhnG80pfY1"" (319.34) | #10 ""Coia @ JDqtu4x_0y"" (216.91)"
"-- starting hand #201  (No Limit Texas Hold'em) (dealer: ""Coia @ JDqtu4x_0y"") --"
-- ending hand #200 --
"""Coia @ JDqtu4x_0y"" collected 2.00 from pot"
"Uncalled bet of 2.00 returned to ""Coia @ JDqtu4x_0y"""
"""Frink @ k9Gbwr77s4"" folds"
"""Coia @ JDqtu4x_0y"" raises to 3.00"
"""Jon Shemz @ dhnG80pfY1"" folds"
"""Rusk 👻 @ LbvFYj-_6E"" folds"
"""Frink @ k9Gbwr77s4"" posts a big blind of 1.00"
"""Coia @ JDqtu4x_0y"" posts a small blind of 0.50"
"Player stacks: #2 ""Frink @ k9Gbwr77s4"" (477.63) | #3 ""Rusk 👻 @ LbvFYj-_6E"" (141.25) | #4 ""Jon Shemz @ dhnG80pfY1"" (319.34) | #10 ""Coia @ JDqtu4x_0y"" (215.91)"
-- starting hand #200  (No Limit Texas Hold'em) (dead button) --
"The player ""Rusk 👻 @ LbvFYj-_6E"" joined the game with a stack of 141.25."
"The player ""Bunk @ QQY9lsboI9"" stand up with the stack of 530.64."
-- ending hand #199 --
"""Jon Shemz @ dhnG80pfY1"" collected 168.00 from pot with Two Pair, 9's & 8's (combination: 9♦, 9♠, 8♦, 8♥, Q♠)"
"""Jon Shemz @ dhnG80pfY1"" shows a 8♦, 9♦."
"""Coia @ JDqtu4x_0y"" calls 45.00"
"""Jon Shemz @ dhnG80pfY1"" bets 45.00"
"""Coia @ JDqtu4x_0y"" checks"
"River: 5♠, Q♠, 9♠, 8♥ [7♣]"
"""Coia @ JDqtu4x_0y"" calls 19.50"
"""Jon Shemz @ dhnG80pfY1"" bets 19.50"
"""Coia @ JDqtu4x_0y"" checks"
"Turn: 5♠, Q♠, 9♠ [8♥]"
"""Jon Shemz @ dhnG80pfY1"" calls 9.75"
"The player ""Rusk 👻 @ LbvFYj-_6E"" sit back with the stack of 141.25."
"""Coia @ JDqtu4x_0y"" bets 9.75"
"Flop:  [5♠, Q♠, 9♠]"
"""Jon Shemz @ dhnG80pfY1"" calls 9.50"
"""Coia @ JDqtu4x_0y"" raises to 9.50"
"""Bunk @ QQY9lsboI9"" folds"
